,Addresse,Lat,Lng,Name,Rating
0,"Uetlibergstrasse 77, 8045 Zürich, Switzerland",47.3621815,8.5186647,Vietnam,4.4
1,"Langstrasse 13, 8004 Zürich, Switzerland",47.37500929999999,8.524481399999999,Pho Vietnam,4.4
2,"Gasometerstrasse 7, 8005 Zürich, Switzerland",47.3837674,8.528472599999999,Co Chin Chin,4.4
3,"Sihlstrasse 97, 8001 Zürich, Switzerland",47.3730058,8.532774700000001,Saigon,4.3
4,"Zypressenstrasse 50, 8004 Zürich, Switzerland",47.3773136,8.512907,Pho 50,4.3
5,"Kehlhofstrasse 4, 8003 Zürich, Switzerland",47.3698871,8.518454,Chez Nhan,4.1
6,"Schwamendingenstrasse 10, 8050 Zürich, Switzerland",47.4080541,8.5471288,ASIAWAY RESTAURANT,4.5
7,"Schaffhauserstrasse 127, 8057 Zürich, Switzerland",47.3966103,8.5405454,Hang's,4.8
8,"Schaffhauserstrasse 475, 8052 Zürich, Switzerland",47.4202138,8.5483637,Đồng Quê,4.0
9,"Josefstrasse 42, 8005 Zürich, Switzerland",47.3816528,8.532983999999999,Pho Na,4.2
10,"Birmensdorferstrasse 126, 8003 Zürich, Switzerland",47.3702648,8.5207785,Petit Saigon,3.9
11,"Rolandstrasse 9, 8004 Zürich, Switzerland",47.3789621,8.5266471,comingsoon,4.4
12,"Leutschenbachstrasse 71, 8050 Zürich, Switzerland",47.4180105,8.55672,Aux Carrés,3.7
13,"Schaffhauserstrasse 127, 8057 Zürich, Switzerland",47.3966086,8.5405398,Hang's,4.3
14,"Kanonengasse 31, 8004 Zürich, Switzerland",47.3780174,8.5300015,Viet-Thai,4.5
15,"Bülachstrasse 25, 8057 Zürich, Switzerland",47.4023763,8.5476948,Pho Saigon,4.6
16,"Militärstrasse 84, 8004 Zürich, Switzerland",47.378798,8.529715999999999,Thach,4.6
17,"Rue de Zurich 43, 1201 Genève, Switzerland",46.212107,6.145225099999999,Sen,3.7
18,"Rue de la Servette 20, 1201 Genève, Switzerland",46.2104533,6.1373421,Maison d'Asie,3.9
19,"Rue de Carouge 73, 1205 Genève, Switzerland",46.1902031,6.1436584,Restaurant Le Mékong,4.3
20,"Boulevard de Saint-Georges 71, 1205 Genève, Switzerland",46.2015469,6.137962099999999,Bat Dat,4.1
21,"Boulevard de la Cluse 105, 1205 Genève, Switzerland",46.1958917,6.1487001,Thé ô D'Or,4.1
22,"Quai du Mont-Blanc 13, 1201 Genève, Switzerland",46.2091577,6.149761,Restaurant Patara,4.2
23,"Le Jardin Anglais, 1204 Geneva, Switzerland",46.2043913,6.1511431,La Potinière - Terroirs et Millésimes SARL,4.0
24,"Boulevard de Saint-Georges 68, 1205 Genève, Switzerland",46.2012981,6.138738699999999,Baï-Toey,4.4
25,"Rue du Cendrier 10, 1201 Genève, Switzerland",46.2069075,6.144695,Zhong Tong,4.2
26,"45 Margarethenstrasse Basel, 4053, Switzerland",47.546536,7.584477,Mum's Kitchen Vietnamese Food,4.5
27,"Friedrichstrasse 25, 4055 Basel, Switzerland",47.55688360000001,7.574793199999999,Saigon Moon,4.6
28,"Kapellenstrasse 37, 4052 Basel, Switzerland",47.5512094,7.602580599999999,Restaurant Phuoc Loc Tho,4.6
29,"Bruderholzstrasse 39, 4053 Basel, Switzerland",47.5435482,7.5949063,Knock on Wood - Vietnamese Fusion Cuisine,4.5
30,"Hauptstraße 179, 79576 Weil am Rhein, Germany",47.5937,7.62652,Restaurant Hanoi-Quan,4.0
31,"Flurstrasse 24, 3014 Bern, Switzerland",46.9611479,7.450220499999999,Kim Long Restaurant - Vietnamesische Spezialitäten - Biergarten,4.4
32,"Könizstrasse 236, 3176 Köniz, Switzerland",46.9302072,7.416107499999999,Pho Saigon,4.3
33,"Kornhauspl. 7, 3011 Bern, Switzerland",46.9483438,7.4478092,Mekong Beizli,4.2
34,"Seftigenstrasse 48, 3007 Bern, Switzerland",46.9355079,7.433345999999999,Asia Halong TakeAway,4.8
35,"Aarbergergasse 52, 3011 Bern, Switzerland",46.9498576,7.4421431,Nooch Aarbergergasse,4.3
36,"Chemin des Pêcheurs 7, 1007 Lausanne, Switzerland",46.50765,6.6225095,Hoi An BBQ Restaurant,4.0
37,"Rue du Bugnon 42, 1005 Lausanne, Switzerland",46.5235126,6.641138499999999,Bêp Viêt,4.1
38,"Route des Plaines-du-Loup 10, 1018 Lausanne, Switzerland",46.5329817,6.6274082,Le Jasmin,4.5
39,"Rue du Clos-de-Bulle 5, 1004 Lausanne, Switzerland",46.5239134,6.6300295,Hoa Sen Restaurant,4.4
40,"Place du Vallon 5, 1005 Lausanne, Switzerland",46.5271646,6.6390799,Dalat,4.5
41,"Rue de l'Ale 25, 1003 Lausanne, Switzerland",46.5233821,6.628559399999999,Restaurant Orchidée,3.9
42,"1004, Avenue d'Echallens 82, 1004 Lausanne, Switzerland",46.52887579999999,6.6149125,L'Indochine,4.1
43,"Allmannstrasse 20, 8400 Winterthur, Switzerland",47.4932666,8.7428588,Viêt-Long Take Away & Kurier,4.5
44,"Kauffmannweg 7, 6003 Luzern, Switzerland",47.0478129,8.305739899999999,Khoua Vientiane,4.6
45,"Pilatusstrasse 29, 6002 Luzern, Switzerland",47.0481847,8.3053885,Mekong,4.3
46,"Webergasse 16, 9000 St. Gallen, Switzerland",47.422868,9.375048999999999,Restaurant Lansin,4.6
47,"Davidstrasse 11, 9000 St. Gallen, Switzerland",47.4208151,9.3708513,Kim Ngoc Vietnamese Takeaway,4.4
48,"Via Giosuè Carducci 4, 6900 Lugano, Switzerland",46.004765,8.953227,Ristorante Trattoria Galleria,4.4
49,"Via Cattedrale 16, 6900 Lugano, Switzerland",46.0052836,8.948688899999999,Pasta e Pesto,4.4
50,"Crocicchio Cortogna 1, 6900 Lugano, Switzerland",46.0040863,8.951456799999999,Bistrot & Pizza Argentino,4.3
51,"Via dei Gorini 2, 6900 Lugano, Switzerland",46.00413469999999,8.9507447,La Tinera,4.5
52,"Via Massimiliano Magatti 3, 6900 Lugano, Switzerland",46.0042649,8.9520318,Bottegone,4.4
53,"Salita M. e A. Chiattone 10, 6900 Lugano, Switzerland",46.0053452,8.9501847,Manora,4.1
54,"Riva Vincenzo Vela 4, 6900 Lugano, Switzerland",46.0021308,8.9500777,La Cucina di Alice,4.2
55,"Via Cattedrale 12, 6900 Lugano, Switzerland",46.0051727,8.949202099999999,Osteria Trani,4.3
56,"Via Alla Bozzoreda 4, 6963 Lugano, Switzerland",46.0197653,8.973677799999999,Ristorante Pizzeria del Sole,4.3
57,"Via Giovanni Nizzola 2, 6900 Lugano, Switzerland",46.0058038,8.9531111,Orologio,4.5
58,"Via Stauffacher 1, 6900 Lugano, Switzerland",46.003874,8.9551211,Ristorante SEVEN LUGANO the restaurant,4.3
59,"Via Pessina 3, 6900 Lugano, Switzerland",46.003887,8.950201,Grand Café Al Porto,4.5
60,"Via al Forte 2, 6900 Lugano, Switzerland",46.005288,8.9529505,Natural Food,4.6
61,"Riva Paradiso 2, 6900 Lugano - Paradiso, Switzerland",45.992731,8.946133999999999,Metamorphosis,4.4
62,"Via Rinaldo Simen 14, 6900 Lugano, Switzerland",46.01365819999999,8.957132399999999,Canvetto Luganese,4.3
63,"Via Serafino Balestra 20, 6900 Lugano, Switzerland",46.0076887,8.958149599999999,Fingy's,4.7
64,"Piazza Lucchini 5, 6978 Lugano, Switzerland",46.005605,9.003596,Ristorante Antico,4.1
65,"16, Viale Castagnola, 6900 Lugano, Switzerland",46.0057992,8.9658487,La Fermata,4.6
66,"Via Silvio Calloni 18, 6900 Lugano, Switzerland",45.9925144,8.9430531,Ristorante Al Barilotto Lugano,4.1
67,"Via Clemente Maraini, 6900 Lugano, Switzerland",46.0044759,8.9476339,AnaCapri Ristorante SA,3.8
68,"Piazza Indipendenza 9, 6901 Lugano, Switzerland",46.0057336,8.9551217,Restaurant Pestalozzi Lugano,3.8
69,"Via Foce 9, 6900 Lugano, Switzerland",46.0033205,8.961738100000002,Antica Osteria del Porto,4.2
70,"Piazza Emilio Bossi 7, 6900 Lugano, Switzerland",46.00510509999999,8.9703538,Ristorante Arté,4.7
71,"Via al Boschetto 8, 6900 Lugano, Switzerland",45.9896857,8.939067399999999,Ristorante Locanda del Boschetto,4.3
72,"Piazza Riforma 10, 6900 Lugano, Switzerland",46.0039712,8.9514857,Tango Riforma SA,3.9
73,"Piazza Riziero Rezzonico 7, 6900 Lugano, Switzerland",46.0026889,8.9503665,Spaghetti Store SA,4.0
74,"Via Degli Albrizzi 3, 6900 Lugano, Switzerland",46.00411,8.9531343,La Fattoria di Guido Sassi,4.2
75,"Via Pasquale Lucchini 1, 6900 Lugano, Switzerland",46.0058261,8.9570125,Parq,4.2
76,"Piazza Indipendenza 4, 6900 Lugano, Switzerland",46.0048934,8.955746999999999,Ciani Lugano,4.1
77,"Riva Paradiso 24, 6900 Lugano, Switzerland",45.99037999999999,8.9504582,Ristorante Indiano Indian Thali (10 min walk to lugano center,4.1
78,"Via Luigi Canonica 5, 6900 Lugano, Switzerland",46.0068638,8.9567414,Deseo,4.4
79,"Via del Tiglio 13/A, 6900 Lugano, Switzerland",46.0076192,8.9625627,Ristorante Pizzeria da Franco,4.4
80,"Viale Carlo Cattaneo 21, 6900 Lugano, Switzerland",46.0059115,8.9595511,Bee Mauri bar e ristorante veg,4.4
81,"Via Ronchetto 6, 6900 Lugano, Switzerland",46.021172,8.957424999999999,Grotto Grillo,4.4
82,"Via Montalbano 5, 6900 Lugano, Switzerland",45.993388,8.9399821,Ristorante Principe Leopoldo,4.9
83,"Via Cantonale, 6912 Lugano, Switzerland",45.982992,8.956389,Capo San Martino Restaurant,4.3
84,"Via Antonio Fusoni 18, 6900 Lugano, Switzerland",46.00906699999999,8.959439999999999,I Calafatari,4.5
85,"piazza della riforma 1, 6900 Lugano, Switzerland",46.0031792,8.951312399999999,Agua Lugano,3.6
86,"8, Piazza Cioccaro, 6900 Lugano, Switzerland",46.005109,8.949925,Cantinone,4.1
87,"Via Zurigo 6, 6900 Lugano, Switzerland",46.0117838,8.954420299999999,Ristorante Wong Ho,4.1
88,"Piazza Alighieri Dante, 6901 Lugano, Switzerland",46.0048298,8.9509204,Ristorante Commercianti,4.1
89,"Via Moncucco 35, 6900 Lugano, Switzerland",46.0044573,8.9381665,Osteria Penel,4.4
90,"Via Stauffacher 1, 6900 Lugano, Switzerland",46.0041429,8.9551223,Elementi,4.3
91,"Riva Antonio Caccia 7, 6900 Lugano, Switzerland",45.994716,8.945727,Hotel Splendide Royal Lugano,4.7
92,"Via Tesserete 10, 6900 Lugano, Switzerland",46.012398,8.949812999999999,Ristorante Ai Giardini di Sassa,4.0
93,"6900 Lugano, Switzerland",45.9765078,8.945837899999999,Ristorante Vetta San Salvatore,4.1
94,"Via Carona 1, 6912 Lugano, Switzerland",45.985259,8.943298,Grotto Morchino,4.4
95,"Lugano CH, Scalinata alla Torretta 30, 6979 Brè sopra, Switzerland",46.0090692,8.9864876,Osteria Funiculare,4.3
96,"Via alle Caragne 3, 6900 Lugano, Switzerland",46.0151018,8.9557935,Osteria La Pecora Nera,4.2
97,"Viale Castagnola 31, 6900 Lugano, Switzerland",46.0061601,8.969897999999999,La Rucola,4.6
98,"Via Sorengo 9, 6900 Lugano, Switzerland",46.0047778,8.943335,Coyote Ugly SA,4.3
99,"Via Carona 28, 6900 Paradiso, Switzerland",45.9876706,8.9451041,OsteriaCalprino Ghiotticlub,4.2
100,"36, Riva Paradiso, 6900 Paradiso, Switzerland",45.9890869,8.9528746,Al Faro,4.6
101,"Via Cantonale, 6978 Lugano, Switzerland",46.005925,9.002217,Ristorante le bucce di Gandria,4.7
102,"Via ai Canvetti 15, 6926 Montagnola, Collina d'Oro, Switzerland",45.9891618,8.9218277,Tabla Indian Restaurant,4.4
103,"Viale Giuseppe Cattori 18, 6900 Lugano, Switzerland",45.992436,8.943337999999999,Hotel De La Paix Lugano,4.3
104,"Piazza Nisciör, 6978 Lugano, Switzerland",46.005238,9.002516,Locanda Gandriese,4.4
105,"Via Madonna della Salute 10, 6900 Massagno, Switzerland",46.0114927,8.9438364,Grotto della Salute,4.6
106,"Via Cantonale 3A, 6964 Davesco-Soragno, Switzerland",46.0299021,8.9777421,Osteria Gallo d'Oro,4.8
107,"Viale Cassarate 3, 6900 Lugano, Switzerland",46.006441,8.9603147,Al Portone,4.7
108,"Pianostrasse 48, 2503 Biel, Switzerland",47.1349291,7.256042199999999,Restaurant Les délices du Vietnam,3.7
